"tinyId","nome","categoriaTiny","departamentoProposto","categoriaProposta","confianca","decisao","motivo"
"738051463","Cílios 6D decemars - 11mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738051466","Cílios 6D decemars - 12mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044558","Cílios 6D decemars - 13mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044563","Cílios 6D decemars - 14mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044539","Cílios 6D decemars - 8mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044544","Cílios 6D decemars - 9mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044568","Cílios 6D decemars - Mix 8-12","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738051471","Cílios 6D decemars - Mix 8-14","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738051590","Cilios 8D  Fadvan- (4D duplo)","Fadvan","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"803620148","Cilios 8D  Fadvan- (4D duplo) - Mix 8-12","Fadvan","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"803620151","Cilios 8D  Fadvan- (4D duplo) - Mix 8-14","Fadvan","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"803850257","Cilios 8D  real  fio aberto - Fadvan","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"806075214","Cílios Decemars - 5D W","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075241","Cílios Decemars - 5D W - 10mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075245","Cílios Decemars - 5D W - 11mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075249","Cílios Decemars - 5D W - 12mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075254","Cílios Decemars - 5D W - 13mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075258","Cílios Decemars - 5D W - 14mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075233","Cílios Decemars - 5D W - 8mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075237","Cílios Decemars - 5D W - 9mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741048518","Cílios Decemars - 5D W - Marrom","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741048526","Cílios Decemars - 5D W - Marrom - Mix 8-14","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075266","Cílios Decemars - 5D W - Mix 8-12","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075262","Cílios Decemars - 5D W - Mix 8-14","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"738051476","Cílios DeceMars 6D - Fio Aberto Volume Egípcio","Decemars","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"806075270","Cílios Decemars Marrom - Volume Brasileiro Y Espessura 0.07mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044634","Cílios Decemars Y volume brasileiro","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075308","Cílios Decemars Y volume brasileiro - 10mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075320","Cílios Decemars Y volume brasileiro - 11mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075327","Cílios Decemars Y volume brasileiro - 12mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075335","Cílios Decemars Y volume brasileiro - 13mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075340","Cílios Decemars Y volume brasileiro - 14mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075287","Cílios Decemars Y volume brasileiro - 8mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075298","Cílios Decemars Y volume brasileiro - 9mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075347","Cílios Decemars Y volume brasileiro - Mix 8-12","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075354","Cílios Decemars Y volume brasileiro - Mix 8-14","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075359","Cílios Decemars- 4D w","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075414","Cílios Decemars- 4D w - 10mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075409","Cílios Decemars- 4D w - 11mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075402","Cílios Decemars- 4D w - 12mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075398","Cílios Decemars- 4D w - 13mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075394","Cílios Decemars- 4D w - 14mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075390","Cílios Decemars- 4D w - 15mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075423","Cílios Decemars- 4D w - 8mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075418","Cílios Decemars- 4D w - 9mm","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075431","Cílios Decemars- 4D w - Mix 8-12","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075427","Cílios Decemars- 4D w - Mix 8-14","Lash Designer >> Decemars","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044798","Cílios fadvan 3D W","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075456","Cílios fadvan 3D W - 10mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075460","Cílios fadvan 3D W - 11mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075464","Cílios fadvan 3D W - 12mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075469","Cílios fadvan 3D W - 13mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075473","Cílios fadvan 3D W - 14mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075448","Cílios fadvan 3D W - 8mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075452","Cílios fadvan 3D W - 9mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075478","Cílios fadvan 3D W - Mix 8-14","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044854","Cílios Fadvan 4D","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044876","Cílios Fadvan 4D - 10mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044880","Cílios Fadvan 4D - 11mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044884","Cílios Fadvan 4D - 12mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044888","Cílios Fadvan 4D - 13mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044892","Cílios Fadvan 4D - 14mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044872","Cílios Fadvan 4D - 9mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044868","Cílios Fadvan 4D - Mix 8-12","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044896","Cílios Fadvan 4D - Mix 8-14","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075518","Cílios Fadvan 5D","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075562","Cílios Fadvan 5D - 10mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075566","Cílios Fadvan 5D - 11mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075572","Cílios Fadvan 5D - 12mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075577","Cílios Fadvan 5D - 13mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075583","Cílios Fadvan 5D - 14mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075552","Cílios Fadvan 5D - 8mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075556","Cílios Fadvan 5D - 9mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075593","Cílios Fadvan 5D - Mix 8-12","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075588","Cílios Fadvan 5D - Mix 8-14","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075597","Cílios Fadvan 6DW - (3D duplo)","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075634","Cílios Fadvan 6DW - (3D duplo) - 10mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075638","Cílios Fadvan 6DW - (3D duplo) - 11mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075643","Cílios Fadvan 6DW - (3D duplo) - 12mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075647","Cílios Fadvan 6DW - (3D duplo) - 13mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075630","Cílios Fadvan 6DW - (3D duplo) - Mix 8-12","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075625","Cílios Fadvan 6DW - (3D duplo) - Mix 8-14","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076212","Cilios Fadvan 8D - (4D duplo)","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"806076226","Cilios Fadvan 8D - (4D duplo) - Mix 8-14","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"738051700","Cílios Fadvan Y Curvatura L","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076144","Cilios Fadvan Y curvatura M","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044957","Cílios Fadvan Y Y - Vol Brasileiro","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044981","Cílios Fadvan Y Y - Vol Brasileiro - 10mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044985","Cílios Fadvan Y Y - Vol Brasileiro - 11mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044989","Cílios Fadvan Y Y - Vol Brasileiro - 12mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044993","Cílios Fadvan Y Y - Vol Brasileiro - 13mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044997","Cílios Fadvan Y Y - Vol Brasileiro - 14mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044973","Cílios Fadvan Y Y - Vol Brasileiro - 8mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741044977","Cílios Fadvan Y Y - Vol Brasileiro - 9mm","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741045001","Cílios Fadvan Y Y - Vol Brasileiro - Mix 8-12","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741045005","Cílios Fadvan Y Y - Vol Brasileiro - Mix 8-14","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741045016","Cílios fio a fio  - Nagaraku  Mix","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"741045047","Cílios fio a fio  - Nagaraku  Mix - 0.05mm","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"741045042","Cílios fio a fio  - Nagaraku  Mix - 0.07mm","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"741045034","Cílios fio a fio  - Nagaraku  Mix - 0.15mm","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"741045038","Cílios fio a fio  - Nagaraku  Mix - 0.20mm","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"804858231","Cílios fio a fio  0.05 curvatura C - Nagaraku  Mix","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"741047304","Cilios fio a fio  Nagaraku  0.05D","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741047323","Cilios fio a fio  Nagaraku  0.05D - 10mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741047330","Cilios fio a fio  Nagaraku  0.05D - 11mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741047335","Cilios fio a fio  Nagaraku  0.05D - 12mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741047340","Cilios fio a fio  Nagaraku  0.05D - 13mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741047345","Cilios fio a fio  Nagaraku  0.05D - 14mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741047355","Cilios fio a fio  Nagaraku  0.05D - 15mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741047350","Cilios fio a fio  Nagaraku  0.05D - 8mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741047317","Cilios fio a fio  Nagaraku  0.05D - 9mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741047781","Cilios fio a fio  Nagaraku  0.07D - 10mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741047785","Cilios fio a fio  Nagaraku  0.07D - 11mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741047789","Cilios fio a fio  Nagaraku  0.07D - 12mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741047793","Cilios fio a fio  Nagaraku  0.07D - 13mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741047777","Cilios fio a fio  Nagaraku  0.07D - 9mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806077334","Cílios formato 5D em formato U , Fadvan","Lash Designer >> Fadvan","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806077293","Cílios formato UYY em formato U , Fadvan","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"806076350","Cílios Maria Sasha 3D W curvatura M","Lash Designer >> Maria Sasha","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806075704","Cílios Nagaraku fio a fio , volume mix","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"806075736","Cílios Nagaraku fio a fio , volume mix - 0.05mm","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"806075731","Cílios Nagaraku fio a fio , volume mix - 0.07mm","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"806075722","Cílios Nagaraku fio a fio , volume mix - 0.15mm","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"806075726","Cílios Nagaraku fio a fio , volume mix - 0.20mm","(SEM CATEGORIA)","Lash Designer","Cílios","MEDIA","AUTO_APROVADO","Nome contém sinais fortes de produto para extensão de cílios."
"806076014","Cilios nagaraku fio a fio 0.05D","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076050","Cilios nagaraku fio a fio 0.05D - 10mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076057","Cilios nagaraku fio a fio 0.05D - 11mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076064","Cilios nagaraku fio a fio 0.05D - 12mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076071","Cilios nagaraku fio a fio 0.05D - 13mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076078","Cilios nagaraku fio a fio 0.05D - 14mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076096","Cilios nagaraku fio a fio 0.05D - 15mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076088","Cilios nagaraku fio a fio 0.05D - 8mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076043","Cilios nagaraku fio a fio 0.05D - 9mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741047763","Cilios nagaraku fio a fio 0.07D","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076309","Cilios nagaraku fio a fio 0.07D - 10mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076313","Cilios nagaraku fio a fio 0.07D - 11mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076317","Cilios nagaraku fio a fio 0.07D - 12mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076322","Cilios nagaraku fio a fio 0.07D - 13mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741047798","Cilios nagaraku fio a fio 0.07D - 14mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741047808","Cilios nagaraku fio a fio 0.07D - 15mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741047803","Cilios nagaraku fio a fio 0.07D - 8mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"806076305","Cilios nagaraku fio a fio 0.07D - 9mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741045054","Cílios nagaraku Y - Volume brasileiro","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741045090","Cílios nagaraku Y - Volume brasileiro - 10mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741045094","Cílios nagaraku Y - Volume brasileiro - 11mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741045098","Cílios nagaraku Y - Volume brasileiro - 12mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741045103","Cílios nagaraku Y - Volume brasileiro - 13mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741045110","Cílios nagaraku Y - Volume brasileiro - 14mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
"741045081","Cílios nagaraku Y - Volume brasileiro - 8mm","Lash Designer >> Nagaraku","Lash Designer","Cílios","ALTA","AUTO_APROVADO","Categoria Tiny já pertence à árvore Lash Designer."
